id	reason	timestamp	page_id	assessment_phase_in_session_id	session_id
865020	scroll	2023-12-16 17:07:19.683000 +00:00	24532	2723	7081
865021	scroll	2023-12-16 17:07:19.747000 +00:00	24532	2723	7081
865022	scroll	2023-12-16 17:07:19.809000 +00:00	24532	2723	7081
865023	scroll	2023-12-16 17:07:19.872000 +00:00	24532	2723	7081
865024	scroll	2023-12-16 17:07:19.933000 +00:00	24532	2723	7081
865025	scroll	2023-12-16 17:07:19.996000 +00:00	24532	2723	7081
865026	scroll	2023-12-16 17:07:20.122000 +00:00	24532	2723	7081
865027	scroll	2023-12-16 17:07:20.060000 +00:00	24532	2723	7081
865028	scroll	2023-12-16 17:07:20.464000 +00:00	24532	2723	7081
865029	scroll	2023-12-16 17:07:20.527000 +00:00	24532	2723	7081
865030	scroll	2023-12-16 17:07:20.588000 +00:00	24532	2723	7081
865031	scroll	2023-12-16 17:07:20.652000 +00:00	24532	2723	7081
865032	scroll	2023-12-16 17:07:20.713000 +00:00	24532	2723	7081
865033	scroll	2023-12-16 17:07:20.777000 +00:00	24532	2723	7081
865034	scroll	2023-12-16 17:07:20.839000 +00:00	24532	2723	7081
865035	scroll	2023-12-16 17:07:20.901000 +00:00	24532	2723	7081
865036	scroll	2023-12-16 17:07:20.964000 +00:00	24532	2723	7081
865037	scroll	2023-12-16 17:07:21.057000 +00:00	24532	2723	7081
865038	scroll	2023-12-16 17:07:21.120000 +00:00	24532	2723	7081
865039	scroll	2023-12-16 17:07:21.183000 +00:00	24532	2723	7081
865040	scroll	2023-12-16 17:07:21.214000 +00:00	24532	2723	7081
865041	scroll	2023-12-16 17:07:21.251000 +00:00	24532	2723	7081
865042	scroll	2023-12-16 17:07:21.370000 +00:00	24532	2723	7081
865043	scroll	2023-12-16 17:07:21.307000 +00:00	24532	2723	7081
865044	scroll	2023-12-16 17:07:21.404000 +00:00	24532	2723	7081
865045	scroll	2023-12-16 17:07:21.435000 +00:00	24532	2723	7081
865046	scroll	2023-12-16 17:07:21.529000 +00:00	24532	2723	7081
865047	scroll	2023-12-16 17:07:21.688000 +00:00	24532	2723	7081
865048	scroll	2023-12-16 17:07:21.654000 +00:00	24532	2723	7081
865049	scroll	2023-12-16 17:07:21.843000 +00:00	24532	2723	7081
865050	scroll	2023-12-16 17:07:21.466000 +00:00	24532	2723	7081
865051	scroll	2023-12-16 17:07:21.901000 +00:00	24532	2723	7081
865052	scroll	2023-12-16 17:07:21.715000 +00:00	24532	2723	7081
865053	scroll	2023-12-16 17:07:21.748000 +00:00	24532	2723	7081
865054	scroll	2023-12-16 17:07:21.807000 +00:00	24532	2723	7081
865055	scroll	2023-12-16 17:07:21.936000 +00:00	24532	2723	7081
865056	scroll	2023-12-16 17:07:22.214000 +00:00	24532	2723	7081
865057	scroll	2023-12-16 17:07:22.250000 +00:00	24532	2723	7081
865058	scroll	2023-12-16 17:07:22.058000 +00:00	24532	2723	7081
865059	scroll	2023-12-16 17:07:22.091000 +00:00	24532	2723	7081
865060	scroll	2023-12-16 17:07:22.528000 +00:00	24532	2723	7081
865061	scroll	2023-12-16 17:07:21.589000 +00:00	24532	2723	7081
865062	scroll	2023-12-16 17:07:22.309000 +00:00	24532	2723	7081
865063	scroll	2023-12-16 17:07:22.344000 +00:00	24532	2723	7081
865064	scroll	2023-12-16 17:07:22.153000 +00:00	24532	2723	7081
865065	scroll	2023-12-16 17:07:24.777000 +00:00	24532	2723	7081
865066	scroll	2023-12-16 17:07:24.903000 +00:00	24532	2723	7081
865067	scroll	2023-12-16 17:07:24.839000 +00:00	24532	2723	7081
865068	scroll	2023-12-16 17:07:24.966000 +00:00	24532	2723	7081
865069	scroll	2023-12-16 17:07:25.058000 +00:00	24532	2723	7081
865070	scroll	2023-12-16 17:07:25.091000 +00:00	24532	2723	7081
865071	scroll	2023-12-16 17:07:25.185000 +00:00	24532	2723	7081
865072	scroll	2023-12-16 17:07:25.026000 +00:00	24532	2723	7081
865073	scroll	2023-12-16 17:07:25.310000 +00:00	24532	2723	7081
865074	scroll	2023-12-16 17:07:25.247000 +00:00	24532	2723	7081
865075	scroll	2023-12-16 17:07:25.154000 +00:00	24532	2723	7081
865076	scroll	2023-12-16 17:07:25.371000 +00:00	24532	2723	7081
865077	scroll	2023-12-16 17:07:25.589000 +00:00	24532	2723	7081
865078	scroll	2023-12-16 17:07:25.625000 +00:00	24532	2723	7081
865079	scroll	2023-12-16 17:07:25.684000 +00:00	24532	2723	7081
865080	scroll	2023-12-16 17:07:25.496000 +00:00	24532	2723	7081
865081	scroll	2023-12-16 17:07:25.432000 +00:00	24532	2723	7081
865082	scroll	2023-12-16 17:07:25.466000 +00:00	24532	2723	7081
865083	scroll	2023-12-16 17:07:25.808000 +00:00	24532	2723	7081
865084	scroll	2023-12-16 17:07:25.747000 +00:00	24532	2723	7081
865085	scroll	2023-12-16 17:07:25.529000 +00:00	24532	2723	7081
865086	scroll	2023-12-16 17:07:25.904000 +00:00	24532	2723	7081
865087	scroll	2023-12-16 17:07:25.652000 +00:00	24532	2723	7081
865088	scroll	2023-12-16 17:07:26.002000 +00:00	24532	2723	7081
865089	scroll	2023-12-16 17:07:26.120000 +00:00	24532	2723	7081
865090	scroll	2023-12-16 17:07:25.841000 +00:00	24532	2723	7081
865091	scroll	2023-12-16 17:07:26.154000 +00:00	24532	2723	7081
865092	scroll	2023-12-16 17:07:26.060000 +00:00	24532	2723	7081
865093	scroll	2023-12-16 17:07:26.276000 +00:00	24532	2723	7081
865094	scroll	2023-12-16 17:07:25.964000 +00:00	24532	2723	7081
865095	scroll	2023-12-16 17:07:26.405000 +00:00	24532	2723	7081
865096	scroll	2023-12-16 17:07:26.498000 +00:00	24532	2723	7081
865097	scroll	2023-12-16 17:07:26.216000 +00:00	24532	2723	7081
865098	scroll	2023-12-16 17:07:26.370000 +00:00	24532	2723	7081
865099	scroll	2023-12-16 17:07:26.560000 +00:00	24532	2723	7081
865100	scroll	2023-12-16 17:07:26.466000 +00:00	24532	2723	7081
865101	scroll	2023-12-16 17:07:26.683000 +00:00	24532	2723	7081
865102	scroll	2023-12-16 17:07:26.810000 +00:00	24532	2723	7081
865103	scroll	2023-12-16 17:07:26.716000 +00:00	24532	2723	7081
865104	scroll	2023-12-16 17:07:26.966000 +00:00	24532	2723	7081
865105	scroll	2023-12-16 17:07:26.871000 +00:00	24532	2723	7081
865106	scroll	2023-12-16 17:07:27.028000 +00:00	24532	2723	7081
865107	scroll	2023-12-16 17:07:26.903000 +00:00	24532	2723	7081
865108	scroll	2023-12-16 17:07:27.093000 +00:00	24532	2723	7081
865109	scroll	2023-12-16 17:07:27.278000 +00:00	24532	2723	7081
865110	scroll	2023-12-16 17:07:27.341000 +00:00	24532	2723	7081
865111	scroll	2023-12-16 17:07:27.620000 +00:00	24532	2723	7081
865112	scroll	2023-12-16 17:07:27.901000 +00:00	24532	2723	7081
865113	scroll	2023-12-16 17:07:27.526000 +00:00	24532	2723	7081
865114	scroll	2023-12-16 17:07:27.185000 +00:00	24532	2723	7081
865115	scroll	2023-12-16 17:07:28.187000 +00:00	24532	2723	7081
865116	scroll	2023-12-16 17:07:27.434000 +00:00	24532	2723	7081
865117	scroll	2023-12-16 17:07:28.028000 +00:00	24532	2723	7081
865118	scroll	2023-12-16 17:07:28.121000 +00:00	24532	2723	7081
865119	scroll	2023-12-16 17:07:28.279000 +00:00	24532	2723	7081
865120	scroll	2023-12-16 17:07:27.997000 +00:00	24532	2723	7081
865121	scroll	2023-12-16 17:07:28.683000 +00:00	24532	2723	7081
865122	scroll	2023-12-16 17:07:28.497000 +00:00	24532	2723	7081
865123	scroll	2023-12-16 17:07:28.434000 +00:00	24532	2723	7081
865124	scroll	2023-12-16 17:07:28.371000 +00:00	24532	2723	7081
865125	scroll	2023-12-16 17:07:27.871000 +00:00	24532	2723	7081
865126	scroll	2023-12-16 17:07:28.532000 +00:00	24532	2723	7081
865127	scroll	2023-12-16 17:07:28.589000 +00:00	24532	2723	7081
865128	scroll	2023-12-16 17:07:28.810000 +00:00	24532	2723	7081
865129	scroll	2023-12-16 17:07:28.716000 +00:00	24532	2723	7081
865130	scroll	2023-12-16 17:07:28.776000 +00:00	24532	2723	7081
865131	scroll	2023-12-16 17:07:28.622000 +00:00	24532	2723	7081
865133	tab_activated	2023-12-16 17:08:31.231000 +00:00	24532	2723	7081
865134	scroll	2023-12-16 17:08:32.807000 +00:00	24532	2723	7081
865135	scroll	2023-12-16 17:08:32.870000 +00:00	24532	2723	7081
865136	scroll	2023-12-16 17:08:32.932000 +00:00	24532	2723	7081
865137	scroll	2023-12-16 17:08:32.964000 +00:00	24532	2723	7081
865138	scroll	2023-12-16 17:08:32.995000 +00:00	24532	2723	7081
865139	scroll	2023-12-16 17:08:33.089000 +00:00	24532	2723	7081
865140	scroll	2023-12-16 17:08:33.029000 +00:00	24532	2723	7081
865141	scroll	2023-12-16 17:08:33.122000 +00:00	24532	2723	7081
865142	scroll	2023-12-16 17:08:33.183000 +00:00	24532	2723	7081
865143	scroll	2023-12-16 17:08:33.152000 +00:00	24532	2723	7081
865144	scroll	2023-12-16 17:08:33.276000 +00:00	24532	2723	7081
865145	scroll	2023-12-16 17:08:33.215000 +00:00	24532	2723	7081
865146	scroll	2023-12-16 17:08:33.435000 +00:00	24532	2723	7081
865147	scroll	2023-12-16 17:08:33.401000 +00:00	24532	2723	7081
865148	scroll	2023-12-16 17:08:33.310000 +00:00	24532	2723	7081
865149	scroll	2023-12-16 17:08:33.344000 +00:00	24532	2723	7081
865150	scroll	2023-12-16 17:08:33.589000 +00:00	24532	2723	7081
865151	scroll	2023-12-16 17:07:26.778000 +00:00	24532	2723	7081
865152	scroll	2023-12-16 17:07:26.311000 +00:00	24532	2723	7081
865201	scroll	2023-12-16 17:08:33.626000 +00:00	24532	2723	7081
865202	scroll	2023-12-16 17:08:33.466000 +00:00	24532	2723	7081
865203	scroll	2023-12-16 17:08:33.528000 +00:00	24532	2723	7081
865204	scroll	2023-12-16 17:08:33.808000 +00:00	24532	2723	7081
865205	scroll	2023-12-16 17:08:33.779000 +00:00	24532	2723	7081
865206	scroll	2023-12-16 17:08:33.841000 +00:00	24532	2723	7081
865207	scroll	2023-12-16 17:08:33.902000 +00:00	24532	2723	7081
865208	scroll	2023-12-16 17:08:33.995000 +00:00	24532	2723	7081
865209	scroll	2023-12-16 17:08:34.089000 +00:00	24532	2723	7081
865210	scroll	2023-12-16 17:08:34.028000 +00:00	24532	2723	7081
865211	scroll	2023-12-16 17:08:33.936000 +00:00	24532	2723	7081
865212	scroll	2023-12-16 17:08:34.120000 +00:00	24532	2723	7081
865213	scroll	2023-12-16 17:08:34.213000 +00:00	24532	2723	7081
865214	scroll	2023-12-16 17:08:34.154000 +00:00	24532	2723	7081
865215	scroll	2023-12-16 17:08:34.341000 +00:00	24532	2723	7081
865216	scroll	2023-12-16 17:08:34.310000 +00:00	24532	2723	7081
865217	scroll	2023-12-16 17:08:34.369000 +00:00	24532	2723	7081
865218	scroll	2023-12-16 17:08:34.247000 +00:00	24532	2723	7081
865219	scroll	2023-12-16 17:08:34.401000 +00:00	24532	2723	7081
865220	scroll	2023-12-16 17:08:34.435000 +00:00	24532	2723	7081
865221	scroll	2023-12-16 17:08:34.528000 +00:00	24532	2723	7081
865222	scroll	2023-12-16 17:08:34.620000 +00:00	24532	2723	7081
865223	scroll	2023-12-16 17:08:34.494000 +00:00	24532	2723	7081
865224	scroll	2023-12-16 17:08:34.653000 +00:00	24532	2723	7081
865225	scroll	2023-12-16 17:08:34.838000 +00:00	24532	2723	7081
865226	scroll	2023-12-16 17:08:34.714000 +00:00	24532	2723	7081
865227	scroll	2023-12-16 17:08:34.560000 +00:00	24532	2723	7081
865228	scroll	2023-12-16 17:08:34.745000 +00:00	24532	2723	7081
865229	scroll	2023-12-16 17:08:34.780000 +00:00	24532	2723	7081
865230	scroll	2023-12-16 17:08:34.902000 +00:00	24532	2723	7081
865231	scroll	2023-12-16 17:08:34.932000 +00:00	24532	2723	7081
865232	scroll	2023-12-16 17:08:36.995000 +00:00	24532	2723	7081
865233	scroll	2023-12-16 17:08:37.058000 +00:00	24532	2723	7081
865234	scroll	2023-12-16 17:08:37.120000 +00:00	24532	2723	7081
865235	scroll	2023-12-16 17:08:37.151000 +00:00	24532	2723	7081
865236	scroll	2023-12-16 17:08:37.215000 +00:00	24532	2723	7081
865237	scroll	2023-12-16 17:08:37.277000 +00:00	24532	2723	7081
865238	scroll	2023-12-16 17:08:37.401000 +00:00	24532	2723	7081
865239	scroll	2023-12-16 17:08:37.497000 +00:00	24532	2723	7081
865240	scroll	2023-12-16 17:08:37.588000 +00:00	24532	2723	7081
865241	scroll	2023-12-16 17:08:37.683000 +00:00	24532	2723	7081
865242	scroll	2023-12-16 17:08:37.713000 +00:00	24532	2723	7081
865243	scroll	2023-12-16 17:08:37.874000 +00:00	24532	2723	7081
865244	scroll	2023-12-16 17:08:37.808000 +00:00	24532	2723	7081
865245	scroll	2023-12-16 17:08:37.964000 +00:00	24532	2723	7081
865246	scroll	2023-12-16 17:08:38.028000 +00:00	24532	2723	7081
865247	scroll	2023-12-16 17:08:38.091000 +00:00	24532	2723	7081
865248	scroll	2023-12-16 17:08:38.126000 +00:00	24532	2723	7081
865249	scroll	2023-12-16 17:08:38.151000 +00:00	24532	2723	7081
865250	scroll	2023-12-16 17:08:38.187000 +00:00	24532	2723	7081
865251	scroll	2023-12-16 17:08:38.341000 +00:00	24532	2723	7081
865252	scroll	2023-12-16 17:08:38.808000 +00:00	24532	2723	7081
865253	scroll	2023-12-16 17:08:38.403000 +00:00	24532	2723	7081
865254	scroll	2023-12-16 17:08:38.934000 +00:00	24532	2723	7081
865255	scroll	2023-12-16 17:08:38.872000 +00:00	24532	2723	7081
865256	scroll	2023-12-16 17:08:39.058000 +00:00	24532	2723	7081
865257	scroll	2023-12-16 17:08:38.997000 +00:00	24532	2723	7081
865258	scroll	2023-12-16 17:08:38.964000 +00:00	24532	2723	7081
865259	scroll	2023-12-16 17:08:39.154000 +00:00	24532	2723	7081
865260	scroll	2023-12-16 17:08:39.182000 +00:00	24532	2723	7081
865261	scroll	2023-12-16 17:08:39.120000 +00:00	24532	2723	7081
865262	scroll	2023-12-16 17:08:39.370000 +00:00	24532	2723	7081
865263	scroll	2023-12-16 17:08:39.215000 +00:00	24532	2723	7081
865264	scroll	2023-12-16 17:08:39.276000 +00:00	24532	2723	7081
865265	scroll	2023-12-16 17:08:39.403000 +00:00	24532	2723	7081
865266	scroll	2023-12-16 17:08:39.309000 +00:00	24532	2723	7081
865267	scroll	2023-12-16 17:08:39.527000 +00:00	24532	2723	7081
865268	scroll	2023-12-16 17:08:39.435000 +00:00	24532	2723	7081
865269	scroll	2023-12-16 17:08:39.495000 +00:00	24532	2723	7081
865270	scroll	2023-12-16 17:08:40.152000 +00:00	24532	2723	7081
865271	scroll	2023-12-16 17:08:40.214000 +00:00	24532	2723	7081
865272	scroll	2023-12-16 17:08:40.183000 +00:00	24532	2723	7081
865273	scroll	2023-12-16 17:08:40.247000 +00:00	24532	2723	7081
865274	scroll	2023-12-16 17:08:40.339000 +00:00	24532	2723	7081
865275	scroll	2023-12-16 17:08:40.372000 +00:00	24532	2723	7081
865276	scroll	2023-12-16 17:08:40.432000 +00:00	24532	2723	7081
865277	scroll	2023-12-16 17:08:40.526000 +00:00	24532	2723	7081
865278	scroll	2023-12-16 17:08:40.402000 +00:00	24532	2723	7081
865279	scroll	2023-12-16 17:08:40.310000 +00:00	24532	2723	7081
865280	scroll	2023-12-16 17:08:40.588000 +00:00	24532	2723	7081
865281	scroll	2023-12-16 17:08:40.651000 +00:00	24532	2723	7081
865282	scroll	2023-12-16 17:08:40.465000 +00:00	24532	2723	7081
865283	scroll	2023-12-16 17:08:40.558000 +00:00	24532	2723	7081
865284	scroll	2023-12-16 17:08:40.779000 +00:00	24532	2723	7081
865285	scroll	2023-12-16 17:08:40.903000 +00:00	24532	2723	7081
865286	scroll	2023-12-16 17:08:40.932000 +00:00	24532	2723	7081
865287	scroll	2023-12-16 17:08:40.839000 +00:00	24532	2723	7081
865288	scroll	2023-12-16 17:08:41.156000 +00:00	24532	2723	7081
865289	scroll	2023-12-16 17:08:41.120000 +00:00	24532	2723	7081
865290	scroll	2023-12-16 17:08:40.964000 +00:00	24532	2723	7081
865291	scroll	2023-12-16 17:08:41.248000 +00:00	24532	2723	7081
865292	scroll	2023-12-16 17:08:41.026000 +00:00	24532	2723	7081
865293	scroll	2023-12-16 17:08:41.214000 +00:00	24532	2723	7081
865294	scroll	2023-12-16 17:08:41.059000 +00:00	24532	2723	7081
865295	scroll	2023-12-16 17:08:41.310000 +00:00	24532	2723	7081
865296	scroll	2023-12-16 17:08:41.432000 +00:00	24532	2723	7081
865297	scroll	2023-12-16 17:08:41.340000 +00:00	24532	2723	7081
865298	scroll	2023-12-16 17:08:41.183000 +00:00	24532	2723	7081
865299	scroll	2023-12-16 17:08:41.465000 +00:00	24532	2723	7081
865300	scroll	2023-12-16 17:08:41.526000 +00:00	24532	2723	7081
865301	scroll	2023-12-16 17:08:38.246000 +00:00	24532	2723	7081
865302	scroll	2023-12-16 17:08:38.310000 +00:00	24532	2723	7081
865303	scroll	2023-12-16 17:08:38.468000 +00:00	24532	2723	7081
865304	scroll	2023-12-16 17:08:38.745000 +00:00	24532	2723	7081
865351	scroll	2023-12-16 17:08:41.746000 +00:00	24532	2723	7081
865352	scroll	2023-12-16 17:08:41.714000 +00:00	24532	2723	7081
865401	scroll	2023-12-16 17:08:41.779000 +00:00	24532	2723	7081
865403	tab_activated	2023-12-16 17:08:51.741000 +00:00	24532	2723	7081
865404	scroll	2023-12-16 17:08:52.588000 +00:00	24532	2723	7081
865405	scroll	2023-12-16 17:08:52.620000 +00:00	24532	2723	7081
865406	scroll	2023-12-16 17:08:52.651000 +00:00	24532	2723	7081
865407	scroll	2023-12-16 17:08:52.684000 +00:00	24532	2723	7081
865408	scroll	2023-12-16 17:08:52.745000 +00:00	24532	2723	7081
865409	scroll	2023-12-16 17:08:52.839000 +00:00	24532	2723	7081
865410	scroll	2023-12-16 17:08:52.872000 +00:00	24532	2723	7081
865411	scroll	2023-12-16 17:08:52.778000 +00:00	24532	2723	7081
865412	scroll	2023-12-16 17:08:52.901000 +00:00	24532	2723	7081
865413	scroll	2023-12-16 17:08:52.932000 +00:00	24532	2723	7081
865414	scroll	2023-12-16 17:08:52.966000 +00:00	24532	2723	7081
1749447	scroll	2023-12-28 21:35:31.347000 +00:00	47227	6251	11501
865415	scroll	2023-12-16 17:08:53.059000 +00:00	24532	2723	7081
865416	scroll	2023-12-16 17:08:53.026000 +00:00	24532	2723	7081
865451	scroll	2023-12-16 17:08:41.559000 +00:00	24532	2723	7081
865501	scroll	2023-12-16 17:08:41.620000 +00:00	24532	2723	7081
865502	scroll	2023-12-16 17:08:41.652000 +00:00	24532	2723	7081
865551	scroll	2023-12-16 17:08:41.402000 +00:00	24532	2723	7081
866217	tab_activated	2023-12-16 17:13:01.605000 +00:00	24532	2723	7081
1749448	scroll	2023-12-28 21:35:30.936000 +00:00	47227	6251	11501
1749449	scroll	2023-12-28 21:35:30.875000 +00:00	47227	6251	11501
1749450	scroll	2023-12-28 21:35:30.910000 +00:00	47227	6251	11501
1749451	scroll	2023-12-28 21:35:31.817000 +00:00	47227	6251	11501
1749452	scroll	2023-12-28 21:35:31.940000 +00:00	47227	6251	11501
1749453	scroll	2023-12-28 21:35:32.283000 +00:00	47227	6251	11501
1749501	scroll	2023-12-28 21:35:32.071000 +00:00	47227	6251	11501
1749502	scroll	2023-12-28 21:35:31.468000 +00:00	47227	6251	11501
1749503	scroll	2023-12-28 21:35:31.571000 +00:00	47227	6251	11501
1749504	scroll	2023-12-28 21:35:31.878000 +00:00	47227	6251	11501
1749551	scroll	2023-12-28 21:35:31.253000 +00:00	47227	6251	11501
1749552	scroll	2023-12-28 21:35:32.003000 +00:00	47227	6251	11501
1749553	scroll	2023-12-28 21:35:30.717000 +00:00	47227	6251	11501
1749554	scroll	2023-12-28 21:35:31.655000 +00:00	47227	6251	11501
1749555	scroll	2023-12-28 21:35:30.999000 +00:00	47227	6251	11501
1749556	scroll	2023-12-28 21:35:33.186000 +00:00	47227	6251	11501
1749557	scroll	2023-12-28 21:35:31.636000 +00:00	47227	6251	11501
1749558	scroll	2023-12-28 21:35:31.534000 +00:00	47227	6251	11501
1749559	scroll	2023-12-28 21:35:33.217000 +00:00	47227	6251	11501
1749560	scroll	2023-12-28 21:35:31.283000 +00:00	47227	6251	11501
1749561	scroll	2023-12-28 21:35:31.408000 +00:00	47227	6251	11501
1749562	scroll	2023-12-28 21:35:31.382000 +00:00	47227	6251	11501
1749563	scroll	2023-12-28 21:35:33.251000 +00:00	47227	6251	11501
1749564	scroll	2023-12-28 21:35:33.314000 +00:00	47227	6251	11501
1749565	scroll	2023-12-28 21:35:33.381000 +00:00	47227	6251	11501
1749566	scroll	2023-12-28 21:35:33.564000 +00:00	47227	6251	11501
1749567	scroll	2023-12-28 21:35:33.505000 +00:00	47227	6251	11501
1749568	scroll	2023-12-28 21:35:31.780000 +00:00	47227	6251	11501
1749570	scroll	2023-12-28 21:35:33.412000 +00:00	47227	6251	11501
1749571	scroll	2023-12-28 21:35:33.616000 +00:00	47227	6251	11501
1749679	tab_activated	2023-12-28 21:40:21.114000 +00:00	47227	6251	11501
1749680	scroll	2023-12-28 21:40:21.753000 +00:00	47227	6251	11501
1749681	scroll	2023-12-28 21:40:21.878000 +00:00	47227	6251	11501
1749682	scroll	2023-12-28 21:40:21.784000 +00:00	47227	6251	11501
1749683	scroll	2023-12-28 21:40:21.909000 +00:00	47227	6251	11501
1749684	scroll	2023-12-28 21:40:22.034000 +00:00	47227	6251	11501
1749685	scroll	2023-12-28 21:40:22.068000 +00:00	47227	6251	11501
1749686	scroll	2023-12-28 21:40:22.193000 +00:00	47227	6251	11501
1749687	scroll	2023-12-28 21:40:21.971000 +00:00	47227	6251	11501
1749688	scroll	2023-12-28 21:40:21.944000 +00:00	47227	6251	11501
1749689	scroll	2023-12-28 21:40:22.130000 +00:00	47227	6251	11501
1749690	scroll	2023-12-28 21:40:22.318000 +00:00	47227	6251	11501
1749691	scroll	2023-12-28 21:40:22.256000 +00:00	47227	6251	11501
1749692	scroll	2023-12-28 21:40:22.380000 +00:00	47227	6251	11501
1749693	scroll	2023-12-28 21:40:22.700000 +00:00	47227	6251	11501
1749694	scroll	2023-12-28 21:40:22.570000 +00:00	47227	6251	11501
1749695	scroll	2023-12-28 21:40:22.471000 +00:00	47227	6251	11501
1749696	scroll	2023-12-28 21:40:24.190000 +00:00	47227	6251	11501
1749697	scroll	2023-12-28 21:40:24.159000 +00:00	47227	6251	11501
1749698	scroll	2023-12-28 21:40:24.409000 +00:00	47227	6251	11501
1749699	scroll	2023-12-28 21:40:25.034000 +00:00	47227	6251	11501
1749700	scroll	2023-12-28 21:40:25.165000 +00:00	47227	6251	11501
1749701	scroll	2023-12-28 21:40:25.849000 +00:00	47227	6251	11501
1749702	scroll	2023-12-28 21:40:25.971000 +00:00	47227	6251	11501
1749703	scroll	2023-12-28 21:40:24.971000 +00:00	47227	6251	11501
1749704	scroll	2023-12-28 21:40:24.940000 +00:00	47227	6251	11501
1749705	scroll	2023-12-28 21:40:25.016000 +00:00	47227	6251	11501
1749706	scroll	2023-12-28 21:40:25.721000 +00:00	47227	6251	11501
1749707	scroll	2023-12-28 21:40:26.508000 +00:00	47227	6251	11501
1749708	scroll	2023-12-28 21:40:25.884000 +00:00	47227	6251	11501
1749709	scroll	2023-12-28 21:40:24.908000 +00:00	47227	6251	11501
1749710	scroll	2023-12-28 21:40:26.409000 +00:00	47227	6251	11501
1749711	scroll	2023-12-28 21:40:26.378000 +00:00	47227	6251	11501
1749712	scroll	2023-12-28 21:40:26.721000 +00:00	47227	6251	11501
1749713	scroll	2023-12-28 21:40:26.786000 +00:00	47227	6251	11501
1749714	scroll	2023-12-28 21:40:27.253000 +00:00	47227	6251	11501
1749715	scroll	2023-12-28 21:40:26.851000 +00:00	47227	6251	11501
1749716	scroll	2023-12-28 21:40:26.627000 +00:00	47227	6251	11501
1749717	scroll	2023-12-28 21:40:27.290000 +00:00	47227	6251	11501
1749718	scroll	2023-12-28 21:40:27.222000 +00:00	47227	6251	11501
1749719	scroll	2023-12-28 21:40:26.972000 +00:00	47227	6251	11501
1749720	scroll	2023-12-28 21:40:26.908000 +00:00	47227	6251	11501
1749721	scroll	2023-12-28 21:40:27.599000 +00:00	47227	6251	11501
1749722	scroll	2023-12-28 21:40:27.536000 +00:00	47227	6251	11501
1749723	scroll	2023-12-28 21:40:27.009000 +00:00	47227	6251	11501
1749724	scroll	2023-12-28 21:40:27.723000 +00:00	47227	6251	11501
1749725	scroll	2023-12-28 21:40:27.787000 +00:00	47227	6251	11501
1749726	scroll	2023-12-28 21:40:27.661000 +00:00	47227	6251	11501
1749727	scroll	2023-12-28 21:40:27.412000 +00:00	47227	6251	11501
1749728	scroll	2023-12-28 21:40:27.943000 +00:00	47227	6251	11501
1749729	scroll	2023-12-28 21:40:27.347000 +00:00	47227	6251	11501
1749730	scroll	2023-12-28 21:40:27.472000 +00:00	47227	6251	11501
1749731	scroll	2023-12-28 21:40:27.827000 +00:00	47227	6251	11501
1749732	scroll	2023-12-28 21:40:26.252000 +00:00	47227	6251	11501
1749733	scroll	2023-12-28 21:40:26.284000 +00:00	47227	6251	11501
1749836	tab_updated	2023-12-28 21:41:39.712000 +00:00	47241	6251	11501
1749837	scroll	2023-12-28 21:41:40.909000 +00:00	47241	6251	11501
1749838	scroll	2023-12-28 21:41:40.691000 +00:00	47241	6251	11501
1749839	scroll	2023-12-28 21:41:40.722000 +00:00	47241	6251	11501
1749840	scroll	2023-12-28 21:41:40.941000 +00:00	47241	6251	11501
1749841	scroll	2023-12-28 21:41:41.510000 +00:00	47241	6251	11501
1749842	scroll	2023-12-28 21:41:40.977000 +00:00	47241	6251	11501
1749843	scroll	2023-12-28 21:41:41.160000 +00:00	47241	6251	11501
1749844	scroll	2023-12-28 21:41:41.351000 +00:00	47241	6251	11501
1749845	scroll	2023-12-28 21:41:43.785000 +00:00	47241	6251	11501
1749846	scroll	2023-12-28 21:41:43.816000 +00:00	47241	6251	11501
1749847	scroll	2023-12-28 21:41:43.941000 +00:00	47241	6251	11501
1749848	scroll	2023-12-28 21:41:43.976000 +00:00	47241	6251	11501
1749849	scroll	2023-12-28 21:41:44.066000 +00:00	47241	6251	11501
1749850	scroll	2023-12-28 21:41:44.503000 +00:00	47241	6251	11501
1749851	scroll	2023-12-28 21:41:44.535000 +00:00	47241	6251	11501
1749852	scroll	2023-12-28 21:41:44.628000 +00:00	47241	6251	11501
1749853	scroll	2023-12-28 21:41:44.754000 +00:00	47241	6251	11501
1749854	scroll	2023-12-28 21:41:44.847000 +00:00	47241	6251	11501
1749855	scroll	2023-12-28 21:41:44.878000 +00:00	47241	6251	11501
1749856	scroll	2023-12-28 21:41:44.916000 +00:00	47241	6251	11501
1749857	scroll	2023-12-28 21:41:45.035000 +00:00	47241	6251	11501
1749858	scroll	2023-12-28 21:41:45.160000 +00:00	47241	6251	11501
1749859	scroll	2023-12-28 21:41:46.534000 +00:00	47241	6251	11501
1749860	scroll	2023-12-28 21:41:46.567000 +00:00	47241	6251	11501
1749861	scroll	2023-12-28 21:41:46.753000 +00:00	47241	6251	11501
1749862	scroll	2023-12-28 21:41:46.785000 +00:00	47241	6251	11501
1749863	scroll	2023-12-28 21:41:46.816000 +00:00	47241	6251	11501
1749864	scroll	2023-12-28 21:41:47.038000 +00:00	47241	6251	11501
1749865	scroll	2023-12-28 21:41:47.160000 +00:00	47241	6251	11501
